tractID,Median household income in the past 12 months (in 2024 inflation-adjusted dollars),Total:_x,Owner occupied,Renter occupied,Total:_y,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races:,Two races including Some Other Race,"Two races excluding Some Other Race, and three or more races",Median value (dollars),Total:,Less than 10.0 percent,10.0 to 14.9 percent,15.0 to 19.9 percent,20.0 to 24.9 percent,25.0 to 29.9 percent,30.0 to 34.9 percent,35.0 to 39.9 percent,40.0 to 49.9 percent,50.0 percent or more,Not computed,pct_owner_occ,pct_renter_occ,pct_white,pct_black,pct_asian,pct_amer_indian,pct_pacific_isl,pct_other_race,pct_two_plus_race,pct_renter_cost_burdened,pct_renter_severely_burdened,TRACTCE,GEOID
85,61199.0,2038,123,1915,4649,2013,872,31,843,22,485,383,99,284,629400.0,1915,61,143,299,309,237,155,24,168,435,84,0.06035328753680078,0.9396467124631992,0.4329963432996343,0.1875672187567219,0.18132931813293182,0.006668100666810067,0.004732200473220047,0.10432351043235104,0.08238330823833083,0.408355091383812,0.22715404699738903,008500,53033008500
86,75313.0,3466,461,3005,7188,3134,544,11,1907,15,224,1353,396,957,665900.0,3005,202,316,208,231,329,279,193,259,962,26,0.1330063473744951,0.8669936526255049,0.43600445186421816,0.07568169170840289,0.26530328324986086,0.001530328324986088,0.002086811352253756,0.031163049526989426,0.1882303839732888,0.5633943427620632,0.3201331114808652,008600,53033008600
87,166585.0,2174,1003,1171,4975,3272,532,10,573,0,102,486,96,390,923100.0,1171,76,90,270,234,98,64,70,76,180,13,0.4613615455381785,0.5386384544618216,0.6576884422110553,0.10693467336683417,0.11517587939698493,0.0020100502512562816,0.0,0.02050251256281407,0.09768844221105527,0.3330486763450043,0.1537147736976943,008700,53033008700
88,145119.0,1828,968,860,4519,2598,823,21,333,0,369,375,98,277,1053200.0,860,21,52,58,135,136,53,58,153,156,38,0.5295404814004376,0.47045951859956237,0.5749059526443904,0.18211993803938925,0.07368886921885373,0.00464704580659438,0.0,0.08165523345872981,0.08298296083204248,0.4883720930232558,0.1813953488372093,008800,53033008800
89,102818.0,2933,1486,1447,6545,3634,826,0,612,0,353,1120,385,735,954900.0,1447,14,141,102,192,105,199,211,164,243,76,0.5066484827821344,0.4933515172178657,0.5552330022918258,0.12620320855614972,0.09350649350649351,0.0,0.0,0.053934300993124525,0.1711229946524064,0.5646164478230823,0.16793365583966827,008900,53033008900
90,78995.0,2457,659,1798,4393,1886,563,8,1006,15,213,702,101,601,787300.0,1798,120,100,214,182,237,221,85,142,408,89,0.2682132682132682,0.7317867317867318,0.4293193717277487,0.1281584338720692,0.229000682904621,0.001821078989301161,0.0034145231049396768,0.04848622809014341,0.15979968131117686,0.4760845383759733,0.22691879866518352,009000,53033009000
91,39788.0,2238,101,2137,3474,911,209,10,1904,76,51,313,53,260,440900.0,2137,58,161,182,501,151,187,71,180,588,58,0.0451295799821269,0.9548704200178731,0.2622337363270006,0.06016119746689695,0.5480713874496258,0.0028785261945883708,0.021876799078871616,0.01468048359240069,0.09009786989061601,0.4801123069723912,0.2751520823584464,009100,53033009100
92,35014.0,2177,183,1994,3236,1475,327,12,847,8,77,490,88,402,579300.0,1994,71,105,204,72,352,261,145,308,372,104,0.0840606338998622,0.9159393661001378,0.4558096415327565,0.10105067985166873,0.26174289245982696,0.003708281829419036,0.002472187886279357,0.02379480840543881,0.15142150803461063,0.5446339017051154,0.18655967903711135,009200,53033009200
93,124318.0,1600,559,1041,3191,1523,195,62,574,31,102,704,331,373,702200.0,1041,24,57,150,214,132,138,46,111,137,32,0.349375,0.650625,0.47727984957693514,0.061109370103415855,0.17988091507364462,0.019429645879034785,0.009714822939517392,0.03196490128486368,0.22062049514258852,0.414985590778098,0.13160422670509125,009300,53033009300
94,95038.0,3396,1571,1825,6702,2881,748,47,1470,123,269,1164,294,870,806300.0,1825,135,152,85,132,364,441,115,63,261,77,0.462603062426384,0.5373969375736161,0.42987168009549387,0.11160847508206506,0.21933751119068934,0.007012831990450612,0.018352730528200537,0.04013727245598329,0.17367949865711726,0.4821917808219178,0.143013698630137,009400,53033009400
95,143676.0,3164,1841,1323,7105,3161,1155,73,1534,0,447,735,171,564,1131700.0,1323,39,130,178,128,183,107,89,154,315,0,0.581858407079646,0.41814159292035397,0.4448979591836735,0.1625615763546798,0.2159042927515834,0.01027445460942998,0.0,0.06291344123856439,0.10344827586206896,0.5026455026455027,0.23809523809523808,009500,53033009500
96,148125.0,3012,1871,1141,6068,4738,195,0,430,4,67,634,201,433,984500.0,1141,256,128,32,134,151,163,13,15,203,46,0.6211819389110226,0.3788180610889774,0.7808174027686223,0.03213579433091628,0.07086354647330258,0.0,0.0006591957811470006,0.011041529334212262,0.1044825313117996,0.3453111305872042,0.17791411042944785,009600,53033009600
97.01,119384.0,2856,1361,1495,6387,4464,701,51,507,0,40,624,179,445,1142200.0,1495,58,158,143,266,153,119,102,229,245,22,0.47654061624649857,0.5234593837535014,0.6989196806012212,0.10975418819477063,0.07937999060591827,0.007984969469234382,0.0,0.006262721152340692,0.09769844997651479,0.46488294314381273,0.16387959866220736,009701,53033009701
97.02,162174.0,2334,1720,614,5915,4805,32,0,345,0,8,725,235,490,1071300.0,614,0,47,88,62,40,0,211,19,147,0,0.7369323050556984,0.26306769494430166,0.812341504649197,0.005409974640743872,0.058326289095519866,0.0,0.0,0.001352493660185968,0.12256973795435334,0.6140065146579805,0.23941368078175895,009702,53033009702
98.01,100162.0,1839,983,856,3637,2976,139,0,69,0,12,441,180,261,939800.0,856,0,61,106,91,176,40,41,50,268,23,0.5345296356715606,0.46547036432843936,0.8182568050591147,0.0382183117954358,0.0189716799560077,0.0,0.0,0.003299422601044817,0.12125378058839703,0.4661214953271028,0.3130841121495327,009801,53033009801
98.02,125774.0,1905,946,959,4362,3002,247,133,550,0,67,363,19,344,969100.0,959,27,80,117,184,123,208,119,11,77,13,0.4965879265091864,0.5034120734908136,0.6882164144887666,0.05662540119211371,0.12608895002292525,0.03049060064190738,0.0,0.01535992663915635,0.08321870701513068,0.43274244004171014,0.08029197080291971,009802,53033009802
99,127557.0,3316,1934,1382,6421,3973,383,0,792,17,353,903,467,436,829000.0,1382,0,113,318,139,116,298,107,94,135,62,0.583232810615199,0.41676718938480095,0.6187509733686342,0.05964802990188444,0.12334527332191247,0.0,0.0026475626849400405,0.0549758604578726,0.14063230026475626,0.45875542691751087,0.09768451519536903,009900,53033009900
100.01,89444.0,1808,747,1061,4457,1418,1222,2,1117,100,294,304,84,220,824700.0,1061,13,42,178,79,57,26,127,143,338,58,0.4131637168141593,0.5868362831858407,0.31815122279560243,0.2741754543414853,0.2506170069553511,0.0004487323311644604,0.02243661655822302,0.06596365268117568,0.06820731433699798,0.5975494816211122,0.31856738925541944,010001,53033010001
100.02,114796.0,2176,1182,994,4801,2330,257,21,1208,20,264,701,88,613,812700.0,994,50,49,158,141,69,56,71,111,223,66,0.5431985294117647,0.4568014705882353,0.4853155592584878,0.0535305144761508,0.25161424703186835,0.0043740887315142675,0.00416579879191835,0.05498854405332222,0.14601124765673817,0.46378269617706236,0.2243460764587525,010002,53033010002
101.01,50227.0,1792,632,1160,4474,1989,1190,18,619,0,153,505,263,242,858100.0,1160,0,100,87,116,122,172,21,198,321,23,0.35267857142857145,0.6473214285714286,0.4445686186857398,0.26598122485471615,0.13835493965131873,0.004023245417970496,0.0,0.03419758605274922,0.11287438533750559,0.6137931034482759,0.2767241379310345,010101,53033010101
101.02,120313.0,1909,1141,768,4987,2809,340,39,838,8,143,810,184,626,1049300.0,768,95,73,106,77,108,21,9,139,101,39,0.5976951283394447,0.4023048716605553,0.5632644876679367,0.06817726087828353,0.16803689592941648,0.007820332865450171,0.0016041708441949067,0.02867455383998396,0.16242229797473431,0.3515625,0.13151041666666666,010102,53033010102
102,197313.0,2089,1855,234,5610,3564,594,32,751,0,66,603,183,420,1037700.0,234,32,22,21,31,60,22,20,20,6,0,0.8879846816658689,0.11201531833413117,0.6352941176470588,0.10588235294117647,0.13386809269162211,0.00570409982174688,0.0,0.011764705882352941,0.10748663101604278,0.2905982905982906,0.02564102564102564,010200,53033010200
103.01,150625.0,1635,1068,567,4389,1937,1193,0,766,0,36,457,26,431,825700.0,567,0,0,177,14,63,31,12,0,231,39,0.653211009174312,0.3467889908256881,0.4413305992253361,0.2718159033948508,0.17452722715880611,0.0,0.0,0.008202323991797676,0.10412394622920938,0.48324514991181655,0.4074074074074074,010301,53033010301
103.02,125898.0,1770,499,1271,3461,2225,200,23,688,0,55,270,77,193,809500.0,1271,117,103,145,136,83,127,153,97,243,67,0.28192090395480224,0.7180790960451977,0.6428777809881537,0.05778676683039584,0.19878647789656168,0.0066454781854955215,0.0,0.015891360878358855,0.07801213522103438,0.4878048780487805,0.1911880409126672,010302,53033010302
104.01,131625.0,1431,1026,405,4496,1230,516,173,1916,0,211,450,112,338,811500.0,405,5,94,14,80,20,37,39,33,22,61,0.7169811320754716,0.2830188679245283,0.273576512455516,0.11476868327402136,0.4261565836298932,0.03847864768683274,0.0,0.04693060498220641,0.10008896797153025,0.3234567901234568,0.05432098765432099,010401,53033010401
104.02,112400.0,1716,1338,378,4993,1271,404,9,2799,2,97,411,48,363,761300.0,378,18,6,84,70,32,31,10,15,55,57,0.7797202797202797,0.2202797202797203,0.2545563789305027,0.08091327859002603,0.5605848187462448,0.0018025235329461246,0.0004005607850991388,0.019427198077308232,0.08231524133787302,0.29365079365079366,0.1455026455026455,010402,53033010402
105.01,113056.0,2344,547,1797,4309,2898,429,0,172,25,252,533,205,328,756300.0,1797,46,163,283,186,433,186,99,60,291,50,0.2333617747440273,0.7666382252559727,0.6725458343003017,0.09955906242747738,0.03991645393362729,0.0,0.0058018101647714084,0.0584822464608958,0.12369459271292643,0.35392320534223703,0.16193656093489148,010501,53033010501
105.02,124430.0,3190,1171,2019,5815,4418,290,0,207,0,246,654,419,235,787900.0,2019,84,100,361,397,262,210,157,73,303,72,0.3670846394984326,0.6329153605015674,0.7597592433361995,0.04987102321582115,0.035597592433361996,0.0,0.0,0.04230438521066208,0.1124677558039553,0.3680039623576028,0.150074294205052,010502,53033010502
106.01,144944.0,2112,1367,745,4288,3268,107,0,212,83,232,386,156,230,841300.0,745,15,73,90,117,109,116,48,101,39,37,0.6472537878787878,0.3527462121212121,0.7621268656716418,0.024953358208955223,0.049440298507462684,0.0,0.01935634328358209,0.054104477611940295,0.09001865671641791,0.4080536912751678,0.052348993288590606,010601,53033010601
106.02,108568.0,1951,1197,754,4035,3422,42,0,137,0,16,418,43,375,998800.0,754,0,32,41,54,148,29,118,24,257,51,0.6135315222962583,0.38646847770374165,0.8480793060718711,0.010408921933085501,0.03395291201982652,0.0,0.0,0.003965303593556382,0.10359355638166047,0.5676392572944297,0.34084880636604775,010602,53033010602
107.01,132692.0,1786,1010,776,4398,1879,1299,44,372,0,248,556,272,284,693500.0,776,0,47,46,92,113,66,22,69,249,72,0.5655095184770437,0.43449048152295633,0.42723965438835837,0.29536152796725784,0.08458390177353342,0.010004547521600727,0.0,0.05638926784902228,0.12642110050022737,0.5231958762886598,0.32087628865979384,010701,53033010701
107.02,113750.0,1942,906,1036,4939,2139,1293,84,865,14,13,531,301,230,718300.0,1036,22,81,165,176,143,144,32,15,223,35,0.466529351184346,0.533470648815654,0.43308362016602553,0.26179388540190324,0.17513666734156713,0.017007491395019236,0.0028345818991698723,0.0026321117635148814,0.10751164203280016,0.3996138996138996,0.21525096525096524,010702,53033010702
108,155865.0,1919,1444,475,5105,2451,513,60,1036,0,159,886,239,647,682800.0,475,11,19,130,84,44,18,0,34,125,10,0.7524752475247525,0.24752475247524752,0.4801175318315377,0.10048971596474045,0.2029382957884427,0.011753183153770812,0.0,0.031145935357492653,0.17355533790401567,0.3726315789473684,0.2631578947368421,010800,53033010800
109,79750.0,766,430,336,1295,797,36,26,205,0,7,224,66,158,650500.0,336,37,39,22,42,8,36,24,53,51,24,0.5613577023498695,0.4386422976501306,0.6154440154440154,0.027799227799227798,0.1583011583011583,0.020077220077220077,0.0,0.005405405405405406,0.17297297297297298,0.4880952380952381,0.15178571428571427,010900,53033010900
110.01,51778.0,1962,904,1058,5216,696,1728,23,2327,0,97,345,51,294,647400.0,1058,105,47,36,97,70,50,201,102,303,47,0.46075433231396534,0.5392456676860347,0.1334355828220859,0.3312883435582822,0.4461273006134969,0.004409509202453987,0.0,0.018596625766871166,0.06614263803680982,0.6200378071833649,0.28638941398865786,011001,53033011001
110.02,94648.0,1294,751,543,4936,621,1420,0,2379,14,200,302,87,215,657200.0,543,65,18,157,25,25,82,80,11,33,47,0.580370942812983,0.419629057187017,0.1258103727714749,0.28768233387358183,0.48196920583468394,0.0,0.0028363047001620746,0.04051863857374392,0.06118314424635332,0.37937384898710863,0.06077348066298342,011002,53033011002
111.01,89170.0,2119,807,1312,4762,1879,746,130,969,29,378,631,175,456,795600.0,1312,18,107,182,114,63,218,163,39,341,67,0.38084001887682867,0.6191599811231713,0.39458210835783286,0.15665686686266275,0.20348593028139436,0.027299454010919783,0.006089878202435952,0.07937841243175137,0.13250734985300294,0.5800304878048781,0.25990853658536583,011101,53033011101
111.02,120895.0,1984,1046,938,5525,2324,852,0,1174,0,359,816,75,741,926900.0,938,50,50,7,186,149,139,0,139,209,9,0.5272177419354839,0.4727822580645161,0.4206334841628959,0.1542081447963801,0.21248868778280544,0.0,0.0,0.06497737556561085,0.1476923076923077,0.5191897654584222,0.22281449893390193,011102,53033011102
112,109805.0,1549,841,708,4141,1592,562,212,809,7,213,746,352,394,619800.0,708,31,46,50,143,62,148,0,24,200,4,0.5429309231762427,0.45706907682375725,0.38444820091765275,0.1357160106254528,0.1953634387829027,0.0511953634387829,0.0016904129437333977,0.051436851002173385,0.1801497222893021,0.5254237288135594,0.2824858757062147,011200,53033011200
113,112455.0,2845,1678,1167,6279,3070,563,24,1270,113,385,854,183,671,719600.0,1167,24,15,0,251,75,23,90,91,598,0,0.5898066783831283,0.4101933216168717,0.4889313584965759,0.08966395922917662,0.2022615066093327,0.003822264691829909,0.017996496257365824,0.06131549609810479,0.13600891861761427,0.6872322193658955,0.5124250214224507,011300,53033011300
114.01,93897.0,1887,1028,859,5052,2133,741,159,762,7,424,826,505,321,655500.0,859,0,70,36,64,156,45,79,78,321,10,0.5447800741918389,0.4552199258081611,0.42220902612826605,0.14667458432304037,0.1508313539192399,0.03147268408551069,0.0013855898653998416,0.08392715756136183,0.1634996041171813,0.6088474970896391,0.37369033760186265,011401,53033011401
114.02,118864.0,1988,1174,814,4490,2062,295,0,572,7,728,826,491,335,612700.0,814,40,87,141,178,112,47,50,12,147,0,0.5905432595573441,0.40945674044265595,0.4592427616926503,0.06570155902004454,0.12739420935412027,0.0,0.0015590200445434299,0.1621380846325167,0.18396436525612472,0.3144963144963145,0.18058968058968058,011402,53033011402
115,128073.0,2037,1418,619,4449,2904,123,0,375,0,127,920,399,521,781500.0,619,0,0,56,66,86,75,96,39,176,25,0.6961217476681394,0.30387825233186055,0.6527309507754552,0.027646662171274445,0.08428860418071477,0.0,0.0,0.028545740615868734,0.2067880422566869,0.6235864297253635,0.284329563812601,011500,53033011500
116.01,168618.0,1473,1185,288,3440,2721,12,0,236,14,16,441,249,192,1004800.0,288,21,8,44,23,44,34,0,0,87,27,0.8044806517311609,0.1955193482688391,0.7909883720930233,0.0034883720930232558,0.0686046511627907,0.0,0.004069767441860465,0.004651162790697674,0.12819767441860466,0.4201388888888889,0.3020833333333333,011601,53033011601
116.02,156250.0,1514,1100,414,3653,3044,47,0,114,0,107,341,69,272,946200.0,414,0,28,30,107,32,73,46,17,71,10,0.726552179656539,0.27344782034346105,0.8332877087325485,0.012866137421297564,0.031207226936764303,0.0,0.0,0.029290993703805092,0.09334793320558445,0.5,0.17149758454106281,011602,53033011602
117,93090.0,1757,1211,546,5914,1314,750,191,2811,0,348,500,185,315,691300.0,546,7,9,110,30,119,10,0,33,176,52,0.6892430278884463,0.3107569721115538,0.2221846466012851,0.12681772066283395,0.47531281704430167,0.03229624619546838,0.0,0.05884342238755495,0.08454514710855597,0.4010989010989011,0.32234432234432236,011700,53033011700
118.01,98342.0,1369,878,491,3478,1191,783,9,994,0,316,185,8,177,672800.0,491,0,12,164,47,63,51,1,39,104,10,0.6413440467494521,0.35865595325054783,0.3424381828637148,0.2251293847038528,0.28579643473260496,0.002587694077055779,0.0,0.09085681426106958,0.05319148936170213,0.3971486761710794,0.21181262729124237,011801,53033011801
118.02,,2069,925,1144,5167,1359,2073,107,453,0,746,429,101,328,703800.0,1144,15,22,70,130,65,94,84,271,290,103,0.4470758820686322,0.5529241179313679,0.26301528933617185,0.40119992258563963,0.08767176311205728,0.020708341397329206,0.0,0.14437778207857557,0.08302690149022644,0.6459790209790209,0.2534965034965035,011802,53033011802
119.01,119933.0,1467,1228,239,4925,1077,906,65,1960,0,134,783,41,742,616200.0,239,0,7,54,11,14,40,80,19,14,0,0.8370824812542604,0.1629175187457396,0.21868020304568528,0.18395939086294416,0.3979695431472081,0.013197969543147208,0.0,0.02720812182741117,0.15898477157360405,0.6401673640167364,0.058577405857740586,011901,53033011901
119.02,142689.0,1276,1171,105,3140,1253,386,5,1153,0,63,280,127,153,713200.0,105,0,0,18,0,5,10,30,42,0,0,0.9177115987460815,0.0822884012539185,0.39904458598726117,0.12292993630573248,0.36719745222929934,0.0015923566878980893,0.0,0.020063694267515923,0.08917197452229299,0.780952380952381,0.0,011902,53033011902
120,120398.0,1475,1257,218,3340,2632,2,23,107,0,218,358,79,279,693800.0,218,0,9,0,18,11,11,12,37,36,84,0.8522033898305085,0.14779661016949153,0.7880239520958083,0.0005988023952095808,0.032035928143712575,0.0068862275449101795,0.0,0.06526946107784432,0.10718562874251497,0.44036697247706424,0.1651376146788991,012000,53033012000
121,179250.0,1232,1145,87,2784,2090,46,0,241,0,28,379,126,253,966000.0,87,0,0,22,11,0,0,26,19,4,5,0.9293831168831169,0.07061688311688312,0.7507183908045977,0.016522988505747127,0.08656609195402298,0.0,0.0,0.010057471264367816,0.13613505747126436,0.5632183908045977,0.04597701149425287,012100,53033012100
201,166836.0,1399,1253,146,3545,2729,25,0,545,0,25,221,40,181,1107600.0,146,0,32,51,13,16,8,0,11,15,0,0.8956397426733381,0.1043602573266619,0.7698166431593794,0.007052186177715092,0.153737658674189,0.0,0.0,0.007052186177715092,0.06234132581100141,0.2328767123287671,0.10273972602739725,020100,53033020100
202,119444.0,2436,1851,585,5878,4306,296,36,498,0,114,628,253,375,848300.0,585,50,18,0,8,62,0,91,73,191,92,0.7598522167487685,0.24014778325123154,0.7325620959510037,0.05035726437563797,0.08472269479414767,0.006124532153793808,0.0,0.01939435182034706,0.10683906090506975,0.6068376068376068,0.3264957264957265,020200,53033020200
203.01,88250.0,1628,593,1035,3421,1950,142,0,563,0,288,478,215,263,751800.0,1035,12,63,96,190,195,108,23,81,239,28,0.3642506142506142,0.6357493857493858,0.5700087693656826,0.04150833089739842,0.1645717626425022,0.0,0.0,0.08418591055247004,0.1397252265419468,0.4357487922705314,0.23091787439613526,020301,53033020301
203.02,99776.0,1565,957,608,4151,2118,323,0,857,0,187,666,217,449,819100.0,608,24,0,60,10,101,41,39,96,237,0,0.6115015974440895,0.38849840255591056,0.5102384967477717,0.07781257528306432,0.20645627559624186,0.0,0.0,0.045049385690195135,0.16044326668272704,0.6792763157894737,0.38980263157894735,020302,53033020302
204.01,102237.0,1636,1015,621,4616,2939,321,53,614,0,224,465,101,364,768500.0,621,0,68,60,55,107,58,168,17,75,13,0.6204156479217604,0.3795843520782396,0.6366984402079723,0.06954072790294627,0.13301559792027728,0.011481802426343155,0.0,0.04852686308492201,0.10073656845753899,0.5120772946859904,0.12077294685990338,020401,53033020401
204.02,121212.0,2240,1572,668,5602,3807,108,91,637,4,153,802,44,758,817600.0,668,16,74,83,32,61,43,71,25,181,82,0.7017857142857142,0.2982142857142857,0.6795787218850411,0.019278828989646554,0.11370938950374866,0.016244198500535524,0.0007140307033202428,0.027311674401999286,0.14316315601570867,0.47904191616766467,0.27095808383233533,020402,53033020402
205,134688.0,3363,2189,1174,7825,4601,434,0,1379,0,213,1198,421,777,706700.0,1174,30,68,48,56,144,161,128,241,265,33,0.6509069283377936,0.3490930716622064,0.5879872204472844,0.05546325878594249,0.1762300319488818,0.0,0.0,0.02722044728434505,0.15309904153354634,0.6771720613287905,0.22572402044293016,020500,53033020500
206,166611.0,1267,1108,159,4036,2194,475,123,805,0,168,271,127,144,795100.0,159,19,0,0,0,62,9,15,32,22,0,0.8745067087608525,0.1254932912391476,0.543607532210109,0.11769078295341923,0.19945490584737363,0.03047571853320119,0.0,0.04162537165510406,0.06714568880079286,0.49056603773584906,0.13836477987421383,020600,53033020600
207,88686.0,1889,807,1082,4334,2411,462,180,507,0,401,373,49,324,811000.0,1082,79,31,84,170,165,190,149,17,197,0,0.4272101641079937,0.5727898358920064,0.5562990309183202,0.1065989847715736,0.1169820027688048,0.04153207198892478,0.0,0.09252422704199353,0.08606368251038302,0.511090573012939,0.18207024029574861,020700,53033020700
208,173015.0,1837,1471,366,4878,3514,113,6,490,12,165,578,157,421,985400.0,366,21,15,36,37,81,93,14,0,45,24,0.8007621121393577,0.19923788786064237,0.7203772037720377,0.02316523165231652,0.1004510045100451,0.0012300123001230013,0.0024600246002460025,0.033825338253382534,0.11849118491184912,0.41530054644808745,0.12295081967213115,020800,53033020800
209,101373.0,1822,1191,631,4300,2508,155,11,880,0,263,483,178,305,833500.0,631,0,0,21,109,128,109,48,0,158,58,0.6536772777167947,0.34632272228320526,0.5832558139534884,0.03604651162790698,0.20465116279069767,0.0025581395348837207,0.0,0.06116279069767442,0.11232558139534883,0.49920760697305866,0.25039619651347067,020900,53033020900
210,116203.0,2263,1698,565,5946,3556,1117,15,706,0,0,552,261,291,800700.0,565,18,20,48,97,45,107,111,0,66,53,0.7503314184710561,0.2496685815289439,0.5980491086444669,0.18785738311469896,0.11873528422468886,0.0025227043390514633,0.0,0.0,0.09283551967709384,0.5026548672566372,0.1168141592920354,021000,53033021000
211,126563.0,1658,1142,516,4357,3079,144,0,700,0,91,343,88,255,720000.0,516,41,70,13,68,105,27,19,20,98,55,0.6887816646562123,0.3112183353437877,0.7066789075051642,0.0330502639430801,0.1606610052788616,0.0,0.0,0.020885930686252007,0.07872389258664218,0.3178294573643411,0.18992248062015504,021100,53033021100
213,132292.0,1820,1134,686,4310,2509,564,0,722,3,180,332,181,151,872400.0,686,0,91,58,111,36,94,12,157,109,18,0.6230769230769231,0.3769230769230769,0.5821345707656612,0.1308584686774942,0.16751740139211138,0.0,0.0006960556844547563,0.04176334106728538,0.07703016241299304,0.5422740524781341,0.1588921282798834,021300,53033021300
214,159056.0,1456,1198,258,3763,3050,0,50,286,6,150,221,65,156,920700.0,258,7,36,0,64,7,0,9,109,16,10,0.8228021978021978,0.1771978021978022,0.8105235184693064,0.0,0.0760031889449907,0.013287270794578794,0.0015944724953494552,0.03986181238373638,0.05872973691203827,0.5193798449612403,0.06201550387596899,021400,53033021400
215,198980.0,1704,1496,208,4613,3169,78,0,341,74,32,919,339,580,1033800.0,208,79,0,0,29,11,0,0,25,37,27,0.8779342723004695,0.12206572769953052,0.6869716019943638,0.016908736180359853,0.07392152612182962,0.0,0.01604162150444396,0.006936917407327119,0.1992195967916757,0.2980769230769231,0.1778846153846154,021500,53033021500
216,142040.0,2191,1674,517,5774,4033,172,33,585,0,52,899,315,584,888300.0,517,15,49,41,88,36,102,41,65,66,14,0.764034687357371,0.23596531264262893,0.698475926567371,0.02978870800138552,0.10131624523727052,0.00571527537235885,0.0,0.009005888465535157,0.15569795635607897,0.5299806576402321,0.1276595744680851,021600,53033021600
217.01,183424.0,1531,950,581,4818,2462,259,1,1222,0,188,686,364,322,1054300.0,581,10,54,74,40,60,104,49,51,128,11,0.6205094709340301,0.37949052906597,0.5110004151100042,0.05375674553756746,0.2536322125363221,0.00020755500207555002,0.0,0.039020340390203405,0.14238273142382732,0.5714285714285714,0.22030981067125646,021701,53033021701
217.02,73649.0,2435,1077,1358,4876,2854,185,6,1009,3,201,618,389,229,556700.0,1358,160,58,76,115,185,45,8,463,203,45,0.44229979466119096,0.557700205338809,0.5853158326497129,0.03794093519278097,0.20693191140278916,0.0012305168170631665,0.0006152584085315833,0.04122231337161608,0.12674323215750616,0.5294550810014728,0.14948453608247422,021702,53033021702
218.02,159612.0,2205,1440,765,6117,3993,91,29,1148,20,216,620,183,437,1010100.0,765,0,49,72,116,146,85,16,62,178,41,0.6530612244897959,0.3469387755102041,0.6527709661598823,0.014876573483733856,0.18767369625633482,0.004740886055255845,0.003269576589831617,0.03531142717018146,0.10135687428478012,0.44575163398692813,0.2326797385620915,021802,53033021802
218.03,131090.0,3344,1636,1708,7097,5481,60,0,1092,0,148,316,109,207,943500.0,1708,19,49,179,268,218,220,142,137,340,136,0.4892344497607656,0.5107655502392344,0.7722981541496406,0.008454276454840074,0.15386783147808933,0.0,0.0,0.020853881921938846,0.044525855995491054,0.49121779859484777,0.1990632318501171,021803,53033021803
218.04,132533.0,2299,1118,1181,5589,4023,90,0,796,0,108,572,229,343,870200.0,1181,20,132,243,160,114,92,68,104,223,25,0.4862983906046107,0.5137016093953893,0.7198067632850241,0.01610305958132045,0.14242261585256755,0.0,0.0,0.01932367149758454,0.10234388978350331,0.4123624047417443,0.18882303132938189,021804,53033021804
219.03,97411.0,3041,1270,1771,6948,4006,417,0,1392,0,289,844,231,613,1025300.0,1771,51,291,77,101,264,250,64,144,512,17,0.4176257809930944,0.5823742190069057,0.5765687967760507,0.06001727115716753,0.2003454231433506,0.0,0.0,0.04159470351180196,0.12147380541162925,0.5477131564088086,0.2891022021456804,021903,53033021903
219.04,180035.0,1903,1393,510,5670,2924,45,25,1995,0,256,425,132,293,952800.0,510,17,63,45,101,72,70,15,30,97,0,0.7320021019442985,0.2679978980557015,0.5156966490299824,0.007936507936507936,0.35185185185185186,0.004409171075837742,0.0,0.045149911816578486,0.07495590828924162,0.41568627450980394,0.19019607843137254,021904,53033021904
219.05,136786.0,2180,1738,442,5756,3461,3,88,1012,75,224,893,442,451,829500.0,442,0,27,68,38,28,104,61,15,101,0,0.7972477064220184,0.20275229357798166,0.6012856150104239,0.0005211952744961779,0.17581653926337734,0.015288394718554551,0.013029881862404448,0.03891591382904795,0.15514246004169563,0.6357466063348416,0.22850678733031674,021905,53033021905
219.06,157273.0,1818,1263,555,4566,2371,44,12,1471,0,155,513,162,351,1048800.0,555,42,13,35,63,79,152,0,25,120,26,0.6947194719471947,0.30528052805280526,0.5192728865527815,0.009636443276390714,0.3221638195356986,0.002628120893561104,0.0,0.03394656154183093,0.11235216819973719,0.5351351351351351,0.21621621621621623,021906,53033021906
220.01,116154.0,2176,1443,733,5137,3563,17,13,875,0,104,565,136,429,986300.0,733,0,0,69,82,20,84,50,61,335,32,0.6631433823529411,0.3368566176470588,0.6935954837453767,0.0033093245084679776,0.17033287911232237,0.002530659918240218,0.0,0.020245279345921744,0.10998637336967101,0.723055934515689,0.45702592087312416,022001,53033022001
220.03,142155.0,2046,1332,714,5310,3679,72,101,660,0,201,597,287,310,909900.0,714,0,106,55,25,97,131,114,90,96,0,0.6510263929618768,0.3489736070381232,0.6928436911487759,0.013559322033898305,0.12429378531073447,0.019020715630885122,0.0,0.03785310734463277,0.11242937853107345,0.603641456582633,0.13445378151260504,022003,53033022003
